id,id_externo,casa_origem,tipo,numero,ano,ementa,resumo_cidadao,descricao_detalhada,tema,url_inteiro_teor,situacao,relevancia_score,votos_sim,votos_nao,votos_abstencao,votos_obstrucao
1489,camara_prop_2601040,CAMARA,PLP,14,2026,"Dispõe sobre a redução de alíquotas da Contribuição para o PIS/Pasep e da Cofins incidentes sobre a indústria química e petroquímica, e altera a Lei nº 11.196, de 21 de novembro de 2005, e a Lei nº 10.865, de 30 de abril de 2004.","Reduz impostos sobre indústria química, podendo baratear produtos derivados.","As empresas químicas e petroquímicas pagarão menos impostos PIS e Cofins até dezembro de 2026. A medida afeta indústrias que produzem fertilizantes, medicamentos, cosméticos e plásticos. Os menores custos podem reduzir preços ao consumidor final.",tributacao,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3078874,Aguardando Sanção,0.614,702,494,2,0
48,camara_prop_2604524,CAMARA,REQ,1,2026,Requer a realização de mesas redondas para recepção de autoridades.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3087636,Aguardando Providências Internas,,0,0,0,0
27,camara_prop_2605863,CAMARA,REQ,1,2026,"Requer a realização de Visita Técnica dos membros da Comissão Especial, à Zona da Mata mineira para visitar as cidades e para tratar das consequências das fortes chuvas que atingiram a Zona da Mata de Minas Gerais no ano de 2026.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090567,Aguardando Providências Internas,,0,0,0,0
140,camara_prop_2600870,CAMARA,REQ,1,2026,"Requer a realização de Reunião com a Ministra da Ciência, Tecnologia e Inovação para apresentar o planejamento das ações do Ministério para o ano de 2026 e expor as realizações e resultados alcançados pela pasta em 2025.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3078605,Aguardando Providências Internas,,0,0,0,0
172,camara_prop_2603736,CAMARA,REQ,1,2026,"Requer a realização, pela Comissão de Defesa da Pessoa Idosa, de diligências emergenciais e reuniões em localidades do País, onde a presença urgente da Comissão se faça necessária para o cumprimento das atribuições regimentais, em caso de violações e ameaças graves aos direitos da pessoa idosa.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3085897,Aguardando Providências Internas,,0,0,0,0
30,camara_prop_2606128,CAMARA,REQ,1,2026,"Requer a realização de audiência pública com os seguintes convidados: Representante da Secretaria Nacional de Proteção e Defesa Civil do Ministério da Integração e do Desenvolvimento Regional; Representante da Defesa Civil de Minas Gerais; Profa. Cássia de Castro Martins Ferreira, do Laboratório de Climatologia e Análise Ambiental da Universidade Federal de Juiz de Fora; Prof. Miguel Felippe, do Departamento de Geociências do Instituto de Ciências Humanas da Universidade Federal de Juiz de Fora; Representante da Prefeitura Municipal de Juiz de Fora; Representante da Prefeitura Municipal de Ubá; Representante da Prefeitura Municipal de Matias Barbosa; e Representante da Prefeitura Municipal de Pequeri.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090977,Aguardando Deliberação,,0,0,0,0
111,camara_prop_2605419,CAMARA,REQ,1,2026,"Requer o aditamento ao Requerimento nº 4/2025, para incluir os Secretários(as) Estaduais da Fazenda do Paraná, Santa
Catarina, Rio Grande de Sul, Rio de Janeiro, Espírito Santo, Minas Gerais e São Paulo. na audiência pública.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3089821,Aguardando Providências Internas,,0,0,0,0
67,camara_prop_2601182,CAMARA,REQ,1,2026,"Requer a realização de audiência pública, no âmbito da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural – CAPADR, para debater os impactos regulatórios, econômicos e concorrenciais da Portaria MAPA/SDA nº 805/2025, do Programa Nacional de Rastreabilidade de Produtos Agrotóxicos e Afins – PNRA, e da Portaria SDI/MAPA nº 739/2025, bem como da Instrução Normativa Conjunta SPA/SDI/SE-MAPA nº 001/2025, que tratam do credenciamento e da certificação obrigatória no setor de grãos.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3079225,Aguardando Providências Internas,,0,0,0,0
149,camara_prop_2601929,CAMARA,REQ,1,2026,Requer a realização de Audiência Pública para discussão do tema: Déficit histórico no número de Auditores Fiscais do Trabalho e o impacto negativo para diferentes setores da sociedade.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3080798,Aguardando Providências Internas,,0,0,0,0
9,camara_prop_2603843,CAMARA,REQ,1,2026,"Requerimento de Audiência Pública com o objetivo de ""Avaliar a situação do Acidente Vascular Cerebral (AVC) no Brasil"". Convidados: Ministério da Saúde; Sociedades de Especialidade; Conselho Nacional de Secretários de Estado da Saúde; Conselho Nacional de Secretários Municipais de Saúde; Rede Brasil AVC - Presidente: Dra. Sheila Cristina Ouriques Martins.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086108,Aguardando Deliberação,,0,0,0,0
68,camara_prop_2604174,CAMARA,REQ,2,2026,"Requer a realização de audiência pública para debater a falta de transparência nos critérios de precificação dos aplicativos de transporte individual, com foco especial nos impactos socioeconômicos do sistema de ""preço dinâmico"" sobre os consumidores e na necessidade de mecanismos de fiscalização.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3087008,Aguardando Providências Internas,,0,0,0,0
8,camara_prop_2603844,CAMARA,REQ,2,2026,"Requerimento de Audiência Pública com o objetivo de ""Avaliar as informações com foco nas sequelas do Acidente Vascular Cerebral (AVC) e os desafios da reabilitação no Brasil"". Convidados: Ministério da Saúde; Sociedades de Especialidade; Instituto Nacional de Seguridade Social; Conselho Nacional de Secretários de Estado da Saúde; Conselho Nacional de Secretários Municipais de Saúde; Rede Brasil AVC - Presidente: Dra. Sheila Cristina Ouriques Martins; e Centro Especializado em Reabilitação do Hospital de Amor, Dr. Daniel Grossi Marconi.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086109,Aguardando Deliberação,,0,0,0,0
169,camara_prop_2603854,CAMARA,REQ,2,2026,Audiência Pública para debater a Saúde do Coração – Prevenção e Enfrentamento das Doenças Cardiovasculares no Brasil.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086125,Aguardando Providências Internas,,0,0,0,0
26,camara_prop_2605894,CAMARA,REQ,2,2026,"Requer a realização de audiência pública sobre a avaliação dos impactos e danos causados pelas enchentes que ocorreram no ano de 2026, na Zona da Mata de Minas Gerais.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090607,Aguardando Providências Internas,,0,0,0,0
49,camara_prop_2604278,CAMARA,REQ,2,2026,"Requer o envio de ofício da Comissão de Turismo ao Ministério do Turismo para incluir, no calendário oficial de eventos do Ministério do Turismo, o evento “Summer Beats” de São Paulo/SP.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3087210,Aguardando Providências Internas,,0,0,0,0
148,camara_prop_2601931,CAMARA,REQ,2,2026,"Requer a realização de diligências emergenciais e reuniões em locais do país onde a presença urgente da Comissão de Direitos Humanos, Minorias e Igualdade Racial seja necessária para o cumprimento das atribuições regimentais em casos de violações e ameaças graves de direitos humanos, considerando o disposto no artigo 32, inciso VIII.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3080800,Aguardando Providências Internas,,0,0,0,0
29,camara_prop_2606129,CAMARA,REQ,2,2026,"Requer a realização de Audiência Pública com os seguintes convidados: Representante do Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte; Representante do Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome; Representante do Ministério do Desenvolvimento Agrário e Agricultura Familiar; Representante da Federação das Associações Comerciais e Empresariais do Estado de Minas Gerais; Representante da Federação das Indústrias do Estado de Minas Gerais; Representante do Governo do Estado de Minas Gerais; Representante da Prefeitura Municipal de Juiz de Fora; Representante da Prefeitura Municipal de Ubá; Representante da Prefeitura Municipal de Matias Barbosa; Representante da Prefeitura Municipal de Pequeri.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090982,Aguardando Deliberação,,0,0,0,0
47,camara_prop_2605081,CAMARA,REQ,2,2026,Requer a realização de audiência pública para discussão do tema: “Implantação da TV 3.0 e DTV+ – Sistema de TV Aberta Orientado a Aplicativo”.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088984,Aguardando Providências Internas,,0,0,0,0
66,camara_prop_2601843,CAMARA,REQ,2,2026,"Requer informações ao Excelentíssimo Senhor Ministro de Estado das Relações Exteriores acerca de tratativas diplomáticas, acordos comerciais e diretrizes de política externa relacionadas à importação de amêndoas de cacau, especialmente da Costa do Marfim.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3080664,Aguardando Providências Internas,,0,0,0,0
28,camara_prop_2606133,CAMARA,REQ,3,2026,"Requer a realização de audiência pública com os seguintes convidados: Prof. Márcio Marangon, doutor em Geotecnia da Faculdade de Engenharia da Universidade Federal de Juiz de Fora; Prof. Jordan de Souza, do Departamento de Transportes e Geotecnia da Faculdade de Engenharia da Universidade Federal de Juiz de Fora; e Prof. Marcelo Arioli Heck, docente de Arquitetura e Urbanismo da Universidade do Vale do Rio dos Sinos.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090988,Aguardando Deliberação,,0,0,0,0
7,camara_prop_2603845,CAMARA,REQ,3,2026,"Requerimento de Audiência Pública destinada a debater a situação epidemiológica, assistencial e de financiamento do câncer de pulmão no Brasil, neoplasia de maior letalidade, com baixo investimento relativo em diagnóstico e tratamento no âmbito do Sistema Único de Saúde - SUS, no contexto da implementação da Política Nacional de Prevenção e Controle do Câncer (Lei nº 14.758, de 2023). Convidados: Representantes do Ministério da Saúde; Representantes do Instituto Nacional de Câncer - INCA; Especialistas em oncologia torácica, pneumologia e cirurgia torácica; Representantes de CACONs e UNACONs; Pesquisadores e sociedades científicas; Representantes de entidades de apoio a pacientes; Representantes das Secretarias Estaduais e Municipais de Saúde.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086110,Aguardando Deliberação,,0,0,0,0
46,camara_prop_2605989,CAMARA,REQ,3,2026,Requer a realização de Audiência Pública para debater o tema: “Alerta de Pessoas Desaparecidas por Empresas de Comunicação”.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090794,Aguardando Providências Internas,,0,0,0,0
147,camara_prop_2601933,CAMARA,REQ,3,2026,"Requeiro a realização de Mesa Redonda com representações da sociedade civil, movimentos sociais e agentes públicos com atuação em direitos humanos, para debater uma agenda comum, de modo a subsidiar a elaboração do plano de trabalho deste Colegiado e eventuais ações conjuntas com outras entidades.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3080802,Aguardando Providências Internas,,0,0,0,0
171,camara_prop_2604002,CAMARA,REQ,3,2026,Reque a realização de Audiência Pública para debater os abusos cometidos pelos planos de saúde contra a pessoa idosa e o cumprimento da proibição do reajuste de mensalidades de planos de saúde por faixa etária a partir dos 60 anos.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086617,Aguardando Providências Internas,,0,0,0,0
74,camara_prop_2604291,CAMARA,REQ,3,2026,"Requer a realização de audiência pública na Comissão de Desenvolvimento Urbano, para debater o projeto ""Favela 3D"" e demais estratégias integradas de superação da pobreza em territórios de alta vulnerabilidade social.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3087239,Aguardando Providências Internas,,0,0,0,0
139,camara_prop_2600888,CAMARA,REQ,3,2026,"Requer a aprovação de Moção de Louvor ao cientista e meteorologista Sr. CARLOS AFONSO NOBRE com contribuições decisivas para o entendimento da Amazônia, das mudanças climáticas e dos riscos sistêmicos globais.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3078631,Arquivada,,0,0,0,0
138,camara_prop_2600969,CAMARA,REQ,4,2026,"Requer a aprovação de Moção de Louvor à biomédica, pesquisadora e professora universitária, Sra. Helena Bonciani Nader,  reconduzida ao cargo de presidente da Academia Brasileira de Ciências (ABC) para o biênio 2025-2028.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3078728,Arquivada,,0,0,0,0
6,camara_prop_2603846,CAMARA,REQ,4,2026,"Requerimento de Seminários descentralizados, em unidades da Federação a serem posteriormente definidas, para debater a organização da linha de cuidado da Doença Renal Crônica no âmbito regional, sua integração com as redes de atenção às doenças cardiovasculares, cerebrovasculares e oncológicas, e os desafios de acesso, financiamento, regulação e qualificação da assistência no SUS. Convidados: Ministério da Saúde; Sociedades de Especialidade; Conselho Nacional de Secretários de Estado da Saúde; Conselho Nacional de Secretários Municipais de Saúde; Especialistas, e Entidades Representativas.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086111,Aguardando Deliberação,,0,0,0,0
170,camara_prop_2604010,CAMARA,REQ,4,2026,Requer a realização de Audiência Pública com o objetivo de debater o acesso das pessoas idosas aos programas habitacionais.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086636,Aguardando Providências Internas,,0,0,0,0
41,camara_prop_2605930,CAMARA,REQ,5,2026,"Requer a realização de Audiência Pública, no âmbito da Comissão de Defesa dos Direitos da Pessoa Idosa, para debater a implementação, no Brasil, da agenda da Década do Envelhecimento Saudável e a definição de metas nacionais mensuráveis, com integração intersetorial entre saúde, assistência social, previdência, cuidados e participação social.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090661,Aguardando Providências Internas,,0,0,0,0
120,camara_prop_2604641,CAMARA,REQ,5,2026,"Requer a apensação do Projeto de Lei nº 6.131, de 2025, ao Projeto de Lei nº 3.080, de 2020, no âmbito da Comissão Especial sobre a Política Nacional para Pessoas com Autismo.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3087827,Aguardando Deliberação,,0,0,0,0
137,camara_prop_2603767,CAMARA,REQ,5,2026,"Moção de Aplauso e Louvor à cientista brasileira Tatiana Coelho de Sampaio, em reconhecimento à sua relevante contribuição científica, cuja trajetória acadêmica e dedicação à ciência nacional constituem exemplo de excelência, perseverança e compromisso com a vida humana.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3085969,Aguardando Providências Internas,,0,0,0,0
146,camara_prop_2603945,CAMARA,REQ,5,2026,"Requer a realização de Audiência Pública para debater a situação atual e as perspectivas das políticas públicas de Educação de Jovens e Adultos – EJA, no contexto do XIX Encontro Nacional de Educação de Jovens e Adultos – ENEJA.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086492,Aguardando Providências Internas,,0,0,0,0
5,camara_prop_2603847,CAMARA,REQ,5,2026,"Requerimento de Seminário, no âmbito da Comissão Especial de Combate ao Câncer, AVC e Doenças do Coração, na Câmara dos Deputados, em Brasília, para debater a Doença Renal Crônica como fator transversal de risco e desfecho associado às doenças oncológicas, cardiovasculares e cerebrovasculares, com foco na organização da linha de cuidado, financiamento, qualificação dos registros e integração das políticas públicas. Convidados: Ministério da Saúde; Sociedades de Especialidade; Conselho Nacional de Secretários de Estado da Saúde; Conselho Nacional de Secretários Municipais de Saúde; Especialistas, e Entidades Representativas.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086113,Aguardando Deliberação,,0,0,0,0
65,camara_prop_2601847,CAMARA,REQ,5,2026,"Requer o encaminhamento de indicação ao Excelentíssimo Senhor Ministro da Agricultura e Pecuária para sugerir a revisão da Instrução Normativa nº 125, de 23 de março de 2021, da Secretaria de Defesa Agropecuária, que atualiza os requisitos fitossanitários para a importação de amêndoas fermentadas e secas de cacau produzidas na Costa do Marfim.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3080668,Aguardando Providências Internas,,0,0,0,0
119,camara_prop_2605083,CAMARA,REQ,6,2026,"Requer a realização de Seminário com o tema “Neurodiversidade Afirmativa: Políticas Públicas e Práticas Emancipatórias”, a ser promovido pela Comissão Especial da Política Nacional para Pessoas com Autismo, em parceria com a Assembleia Legislativa do Estado de Mato Grosso do Sul, na cidade de Campo Grande/MS.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088989,Aguardando Deliberação,,0,0,0,0
75,camara_prop_2604986,CAMARA,REQ,6,2026,"Requer a realização de Audiências Públicas para debater a PEC Nº 221, de 2019, que “Altera o Art. 7º inciso XII da constituição Federal, reduzindo a jornada de trabalho a 36 horas semanais em 10 anos” e a PEC nº 8, de 2025, que “Dá nova redação ao inciso XIII, do artigo 7° da Constituição Federal para dispor sobre a redução da jornada de trabalho para quatro dias por semana no Brasil”.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3089064,Aguardando Providências Internas,,0,0,0,0
4,camara_prop_2603848,CAMARA,REQ,6,2026,"Realização de seminários nos Estados e no Distrito Federal destinados a debater a implementação da Política Nacional de Prevenção e Controle do Câncer (Lei nº 14.758, de 2023), de suas portarias regulamentadoras e da Assistência Farmacêutica em Oncologia (AF-ONCO), com foco na organização da rede de atenção, no acesso ao diagnóstico e tratamento e no financiamento da política oncológica. Convidados: Representantes do Ministério da Saúde; Representantes das Secretarias Estaduais e Municipais de Saúde; Representantes do INCA; Gestores de CACONs e UNACONs; Profissionais de saúde da rede oncológica; Especialistas em assistência farmacêutica; Representantes de Conselhos de Saúde; Instituições de ensino e pesquisa; Entidades de apoio a pacientes.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086114,Aguardando Deliberação,,0,0,0,0
136,camara_prop_2604879,CAMARA,REQ,6,2026,"Requer a realização de Audiência Pública para, em alusão ao Dia Internacional da Síndrome de Down, comemorado no dia 21 de março, debater os avanços e desafios enfrentados pelas pessoas com Síndrome de Down no Brasil, especialmente nas áreas de inclusão educacional, acesso à saúde, empregabilidade e garantia de direitos.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088361,Aguardando Providências Internas,,0,0,0,0
64,camara_prop_2603141,CAMARA,REQ,6,2026,"Requer a participação do deputado Heitor Schuch representando a Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural – CAPADR no evento Expodireto – Cotrijal no estado do Rio Grande do Sul.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3084314,Aguardando Providências Internas,,0,0,0,0
40,camara_prop_2605971,CAMARA,REQ,6,2026,"Audiência Pública objetivando debater as medidas adotadas pelo INSS para garantir celeridade na análise dos pedidos de aposentadoria, pensões e auxílios devido a fila recorde com mais de 3 milhões de requerimentos.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090757,Aguardando Providências Internas,,0,0,0,0
145,camara_prop_2603995,CAMARA,REQ,6,2026,Requer a realização de audiência pública destinada a discutir a decisão da Câmara Criminal Especializada do Tribunal de Justiça de Minas Gerais de absolver um homem de 35 anos acusado de estuprar uma menina de 12 anos.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086603,Aguardando Providências Internas,,0,0,0,0
117,camara_prop_2604821,CAMARA,REQ,6,2026,"Requer a realização de Audiência Pública na Comissão da Amazônia e dos Povos Originários e Tradicionais para debater os impactos do uso do mercúrio em trabalhadores, no meio ambiente e na sociedade.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088258,Aguardando Providências Internas,,0,0,0,0
135,camara_prop_2605041,CAMARA,REQ,7,2026,Requer a realização de audiência pública para debater a disponibilização do Cateter Hidrofílico pelo SUS para indivíduos com lesão medular e bexiga neurogênica no Brasil.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088881,Aguardando Providências Internas,,0,0,0,0
116,camara_prop_2605111,CAMARA,REQ,7,2026,Requer a realização do IV Seminário sobre Direitos dos Povos Indígenas no Congresso Nacional,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3089081,Aguardando Providências Internas,,0,0,0,0
3,camara_prop_2603849,CAMARA,REQ,7,2026,"Audiência Pública conjunta com a Comissão de Defesa dos Direitos da Pessoa Idosa, para debater a ""Saúde do Coração - Prevenção e Enfrentamento das Doenças Cardiovasculares no Brasil"". Convidados: representantes do Ministério da Saúde, do Instituto Nacional de Cardiologia (INC), da Organização Mundial da Saúde, do CONASS - Conselho Nacional de Secretários de Saúde, do CONASEMS -  Conselho Nacional de Secretarias Municipais de Saúde, e de entidades da sociedade civil.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086116,Aguardando Deliberação,,0,0,0,0
118,camara_prop_2605086,CAMARA,REQ,7,2026,"Requer a realização de Seminário no Estado do Maranhão, a ser promovido esta Comissão Especial para debater a Política Nacional para Pessoas com Transtorno do Espectro Autista (TEA), no âmbito do Projeto de Lei nº 3.080/2020.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088994,Aguardando Deliberação,,0,0,0,0
39,camara_prop_2606111,CAMARA,REQ,7,2026,"Requer, o encaminhamento ao  INSS do pedido de celeridade na implantação da perícia médica online (teleperícia) por videoconferência na agência de Iturama/MG, com os equipamentos e tecnologias necessárias para atender os segurados da cidade e também de Carneirinho, Limeira do Oeste e União de Minas.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3090947,Aguardando Providências Internas,,0,0,0,0
168,camara_prop_2603765,CAMARA,REQ,7,2026,"Requer, nos termos do Regimento Interno, a realização de votação para aprovação, nesta Comissão, de Moção de Louvor à Senhora Tatiana Coelho de Sampaio, médica e Chefe do Laboratório de Biologia da Matriz Extracelular do Instituto de Ciências Biomédicas da Universidade Federal do Rio de Janeiro (UFRJ), pelo desenvolvimento de medicamento promissor para a reversão de lesão medular, denominado polilaminina.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3085967,Pronta para Pauta,,0,0,0,0
53,camara_prop_2605361,CAMARA,REQ,8,2026,Solicita realização de Audiência Pública para discussão dos problemas na formação das ligas (FFU e LIBRA) no futebol brasileiro.,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3089676,Aguardando Providências Internas,,0,0,0,0
109,camara_prop_2605082,CAMARA,REQ,8,2026,"Requer a realização de Audiência Pública para debater a concessão das hidrovias no âmbito do Plano Nacional de Desestatização, com especial atenção às hidrovias do Arco Norte do Brasil.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088988,Aguardando Providências Internas,,0,0,0,0
167,camara_prop_2603981,CAMARA,REQ,8,2026,"Requer a realização de mesas redondas ou eventos afins, destinados à discussão de assuntos atinentes ao campo temático ou área de atuação desta Comissão.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3086583,Pronta para Pauta,,0,0,0,0
123,camara_prop_2601253,CAMARA,REQ,8,2026,Requer a realização de Audiência Pública para discutir a situação operacional e a segurança do Aeroporto Internacional de São Luís – Marechal Cunha Machado,,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3079440,Aguardando Providências Internas,,0,0,0,0
83,camara_prop_2605056,CAMARA,REQ,8,2026,"Requer realização de Visita Técnica dos membros da Comissão de Minas e Energia, com o intuito de verificar os recursos minerais e o impacto na região Norte do país e mesmo outras regiões do país.",,,,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3088915,Aguardando Providências Internas,,0,0,0,0
